ID,ADDRESS,CITY,ZIP,Longitude,Latitude,Match Score,Provider Number,Location Number,geometry,ASM2021,SEN2021,NAMELSAD,SENATE_DISTRICT2021,SENATE_DISTRICT,CONGRESSIONAL_DISTRICT,GEOID
2026,1325 S 20th St                               ,Manitowoc      ,54220-5642,-87.673685964045,44.082841362843,100.0,5000590635,001,POINT (-87.673685964045 44.082841362843),25,9,Manitowoc County,09,9.0,6,55071000700
2027,W2618 Pine Rd                               ,Eleva          ,54738,-91.538591241249,44.643284620086,100.0,5000590645,001,POINT (-91.538591241249 44.643284620086),93,31,Eau Claire County,31,31.0,3,55035001600
2028,5225 Brandenburg Way                               ,Madison        ,53718-6960,-89.290997734894,43.030098128612,100.0,5000590655,001,POINT (-89.290997734894 43.030098128612),47,16,Dane County,16,16.0,2,55025010501
2029,4607 N 51st Blvd                               ,Milwaukee      ,53218-5105,-87.976812966157,43.101022482431,100.0,5000590685,001,POINT (-87.976812966157 43.101022482431),17,6,Milwaukee County,06,6.0,4,55079003100
2030,1500 Merrill Ave Suite 100                     ,Wausau         ,54401-2590,-89.64809522482,44.982203857499,100.0,5000590695,001,POINT (-89.64809522482 44.982203857499),85,29,Marathon County,29,29.0,7,55073000400
2031,4633 N Houston Ave                               ,Milwaukee      ,53218-4560,-88.016408573844,43.10169257368,100.0,5000590715,001,POINT (-88.016408573844 43.10169257368),17,6,Milwaukee County,06,6.0,4,55079003300
2032,243 E Center St                               ,Milwaukee      ,53212-2860,-87.908155959057,43.067467880001,100.0,5000590725,001,POINT (-87.908155959057 43.067467880001),16,6,Milwaukee County,06,6.0,4,55079008100
2033,626 Main St                               ,Mcgregor       ,52157,-91.182098338,43.018879035031,100.0,5000590735,001,POINT (-91.182098338 43.018879035031),,,,,,,
2034,2139 S 24th St                               ,Milwaukee      ,53215-2506,-87.943782232676,43.005828244149,100.0,5000590755,001,POINT (-87.943782232676 43.005828244149),8,3,Milwaukee County,03,3.0,4,55079017300
2035,315 Park St                               ,Sun Prairie    ,53590-3014,-89.210740844352,43.179834710052,100.0,5000590775,001,POINT (-89.210740844352 43.179834710052),46,16,Dane County,16,16.0,2,55025011600
2036,2979 N 17th St                               ,Milwaukee      ,53206-2162,-87.93439005871,43.073087401256,100.0,5000590785,001,POINT (-87.93439005871 43.073087401256),10,4,Milwaukee County,04,4.0,4,55079006600
2037,N7782 1090th St                               ,River Falls    ,54022-4845,-92.680319525618,44.822315911214,100.0,5000590795,001,POINT (-92.680319525618 44.822315911214),30,10,Pierce County,10,10.0,3,55093960500
2038,2535 W Center St                               ,Milwaukee      ,53206-1154,-87.945921545823,43.067899422286,100.0,5000590815,001,POINT (-87.945921545823 43.067899422286),16,6,Milwaukee County,06,6.0,4,55079008800
2039,4177 N 47th St                               ,Milwaukee      ,53216-1528,-87.97226963936,43.093329571697,100.0,5000590825,001,POINT (-87.97226963936 43.093329571697),17,6,Milwaukee County,06,6.0,4,55079004000
2040,52 Means Dr                               ,Platteville    ,53818-3837,-90.4513038371,42.730175234717,100.0,5000590845,001,POINT (-90.4513038371 42.730175234717),49,17,Grant County,17,17.0,3,55043960900
2041,8133 Mansion Hill Ave                               ,Madison        ,53719-4489,-89.525855728204,43.034830467326,100.0,5000590865,001,POINT (-89.525855728204 43.034830467326),78,26,Dane County,26,26.0,2,55025000406
2042,4519 Wilson Rd                               ,Kenosha        ,53142-3166,-87.862456649478,42.57542007257,100.0,5000590885,001,POINT (-87.862456649478 42.57542007257),65,22,Kenosha County,22,22.0,1,55059001401
2043,6807 W Hampton Ave                               ,Milwaukee      ,53218-4804,-87.997219547628,43.104806827896,100.0,5000590955,001,POINT (-87.997219547628 43.104806827896),17,6,Milwaukee County,06,6.0,4,55079003200
2044,1420 W Orchard St                               ,Milwaukee      ,53204-2773,-87.93006080572,43.016041886535,100.0,5000590965,001,POINT (-87.93006080572 43.016041886535),8,3,Milwaukee County,03,3.0,4,55079016400
2045,4700 N 76th St                               ,Milwaukee      ,53218-4731,-88.006811043251,43.103282453075,100.0,5000591035,001,POINT (-88.006811043251 43.103282453075),17,6,Milwaukee County,06,6.0,4,55079003200
2046,3652 East Ave                               ,La Crosse      ,54601-7222,-91.219328153515,43.771982767513,99.43,5000591065,001,POINT (-91.219328153515 43.771982767513),95,32,La Crosse County,32,32.0,3,55063001102
2047,1612 Truax Blvd                               ,Eau Claire     ,54703-1551,-91.531721181949,44.836468000355,100.0,6000555566,002,POINT (-91.531721181949 44.836468000355),91,31,Eau Claire County,31,31.0,3,55035001401
2048,1630 Douglas Ave                               ,Racine         ,53404-2722,-87.793858148062,42.741288925866,100.0,6000555596,001,POINT (-87.793858148062 42.741288925866),66,22,Racine County,22,22.0,1,55101001302
2049,2909 W Mequon Rd                               ,Mequon         ,53092-3060,-87.946736937364,43.221446668366,100.0,6000555596,004,POINT (-87.946736937364 43.221446668366),23,8,Ozaukee County,08,8.0,5,55089660303
2050,1650 Norman Way                               ,Madison        ,53705-1239,-89.478996195588,43.08271255022,100.0,6000555766,014,POINT (-89.478996195588 43.08271255022),79,27,Dane County,27,27.0,2,55025000100
2051,2120 S Muskego Ave                               ,Milwaukee      ,53215-2544,-87.942442469272,43.006197466984,100.0,6000555836,002,POINT (-87.942442469272 43.006197466984),8,3,Milwaukee County,03,3.0,4,55079017400
2052,434 Main St                               ,Red Wing       ,55066-2323,-92.536166213703,44.565219974409,100.0,6000555936,003,POINT (-92.536166213703 44.565219974409),,,,,,,
2053,N8446 410th St                               ,Spring Valley  ,54767-8314,-92.338673236006,44.8438777704,100.0,6000556186,001,POINT (-92.338673236006 44.8438777704),93,31,Pierce County,31,31.0,3,55093960200
2054,630 Broadway Dr                               ,Sun Prairie    ,53590-1762,-89.241616003794,43.188521211589,100.0,6000556296,001,POINT (-89.241616003794 43.188521211589),46,16,Dane County,16,16.0,2,55025011504
2055,170 N Bristol St                               ,Sun Prairie    ,53590-2205,-89.213211494132,43.185244348452,100.0,6000556336,001,POINT (-89.213211494132 43.185244348452),46,16,Dane County,16,16.0,2,55025011505
2056,130 S Franklin St                               ,Livingston     ,53554-9759,-90.428681750981,42.899496300565,100.0,6000557086,001,POINT (-90.428681750981 42.899496300565),49,17,Grant County,17,17.0,3,55043960600
2057,5204 N 36th St                               ,Milwaukee      ,53206,-87.957607008497,43.112111991789,99.39,6000557176,001,POINT (-87.957607008497 43.112111991789),11,4,Milwaukee County,04,4.0,4,55079002100
2058,3410 Selleck Ln                               ,Middleton      ,53562-1027,-89.503887430534,43.112787405547,100.0,6000557236,001,POINT (-89.503887430534 43.112787405547),80,27,Dane County,27,27.0,2,55025011104
2059,9818 W Sheridan Ave                               ,Milwaukee      ,53225-3308,-88.0351040736,43.117699787541,100.0,6000557506,001,POINT (-88.0351040736 43.117699787541),12,4,Milwaukee County,04,4.0,4,55079000501
2060,832 E Meinecke Ave                               ,Milwaukee      ,53212-3436,-87.900612330018,43.062069012347,100.0,6000557586,002,POINT (-87.900612330018 43.062069012347),16,6,Milwaukee County,06,6.0,4,55079010700
2061,11041 W Jeffrey Ct                               ,Milwaukee      ,53225-3825,-88.051277458692,43.105978073136,100.0,6000557836,001,POINT (-88.051277458692 43.105978073136),12,4,Milwaukee County,04,4.0,4,55079000400
2062,9625 W Metcalf Pl                               ,Milwaukee      ,53222-2656,-88.032848251999,43.085956933482,100.0,6000557946,001,POINT (-88.032848251999 43.085956933482),12,4,Milwaukee County,04,4.0,4,55079005500
2063,306 E Randolph St                               ,Wausau         ,54401-2565,-89.634004826487,44.981006418812,100.0,6000557946,002,POINT (-89.634004826487 44.981006418812),85,29,Marathon County,29,29.0,7,55073000400
2064,6809 W Hampton Ave                               ,Milwaukee      ,53218-4804,-87.997219547628,43.104806827896,100.0,6000557946,003,POINT (-87.997219547628 43.104806827896),17,6,Milwaukee County,06,6.0,4,55079003200
2065,3400 N 37th St                               ,Milwaukee      ,53216-3745,-87.95956057867,43.081263235342,100.0,6000557956,001,POINT (-87.95956057867 43.081263235342),18,6,Milwaukee County,06,6.0,4,55079004800
2066,N7147 5th Ave                               ,Plainfield     ,54966-9508,-89.522571027988,44.237134011573,100.0,6000557986,001,POINT (-89.522571027988 44.237134011573),72,24,Waushara County,24,24.0,6,55137960300
2067,10773 Minnie Ave                               ,Hayward        ,54843-6425,-91.48317210911,46.02206318454,100.0,6000558016,001,POINT (-91.48317210911 46.02206318454),87,29,Sawyer County,29,29.0,7,55113100300
2068,3149 Maple Valley Dr                               ,Madison        ,53719-3119,-89.496644711819,43.016255960342,100.0,6000558236,004,POINT (-89.496644711819 43.016255960342),78,26,Dane County,26,26.0,2,55025000505
2069,2235 S 5th St                               ,Milwaukee      ,53207-1118,-87.916930470577,43.003866836896,100.0,6000558236,006,POINT (-87.916930470577 43.003866836896),8,3,Milwaukee County,03,3.0,4,55079186600
2070,2806 W Lisbon Ave                               ,Milwaukee      ,53208-2027,-87.949147488898,43.053703956797,100.0,6000558236,010,POINT (-87.949147488898 43.053703956797),16,6,Milwaukee County,06,6.0,4,55079009700
2071,3200 S Howell Ave                               ,Milwaukee      ,53207-2742,-87.904966644898,42.986420575989,100.0,6000558236,011,POINT (-87.904966644898 42.986420575989),20,7,Milwaukee County,07,7.0,4,55079020600
2072,3000 S Howell Ave                               ,Milwaukee      ,53207-2664,-87.904304055452,42.989887205413,100.0,6000558236,012,POINT (-87.904304055452 42.989887205413),20,7,Milwaukee County,07,7.0,4,55079018400
2073,3200 S Herman St                               ,Milwaukee      ,53207,-87.895557707127,42.98616337729,100.0,6000558236,013,POINT (-87.895557707127 42.98616337729),20,7,Milwaukee County,07,7.0,4,55079020700
2074,1005 Single Ave                               ,Wausau         ,54403-6548,-89.614401985712,44.948417537356,100.0,6000558236,016,POINT (-89.614401985712 44.948417537356),85,29,Marathon County,29,29.0,7,55073000700
2075,3746 N Vel R Phillips Ave                               ,Milwaukee      ,53212-4116,-87.914817308967,43.084947584702,100.0,6000558576,001,POINT (-87.914817308967 43.084947584702),10,4,Milwaukee County,04,4.0,4,55079004400
2076,819 Jack Pine Ct                               ,Somerset       ,54025-7593,-92.655322175778,45.129768813555,100.0,6000558836,002,POINT (-92.655322175778 45.129768813555),28,10,St. Croix County,10,10.0,3,55109120401
2077,100 W Marquette Ave                               ,Oak Creek      ,53154-2033,-87.913181748201,42.908964288844,100.0,6000558906,004,POINT (-87.913181748201 42.908964288844),21,7,Milwaukee County,07,7.0,1,55079160102
2078,5245 S Emmer Dr                               ,New Berlin     ,53151-7363,-88.118378616925,42.948999024438,100.0,6000558916,002,POINT (-88.118378616925 42.948999024438),15,5,Waukesha County,05,5.0,1,55133201505
2079,880 Rose Dr                               ,Hartland       ,53029-8317,-88.361783133988,43.077575365583,100.0,6000558956,001,POINT (-88.361783133988 43.077575365583),99,33,Waukesha County,33,33.0,5,55133203704
2080,N87w15105 Main St                               ,Menomonee Fls  ,53051-3133,-88.097195619763,43.177587396082,100.0,6000559026,002,POINT (-88.097195619763 43.177587396082),24,8,Waukesha County,08,8.0,5,55133200103
2081,1060 Oconomowoc Pkwy                               ,Oconomowoc     ,53066-4621,-88.476189825906,43.081800724884,100.0,6000559046,004,POINT (-88.476189825906 43.081800724884),38,13,Waukesha County,13,13.0,5,55133204302
2082,2360 S 106th St                               ,West Allis     ,53227-2001,-88.044392060509,43.001309182961,100.0,6000559066,001,POINT (-88.044392060509 43.001309182961),15,5,Milwaukee County,05,5.0,5,55079101100
2083,N56w16325 Silver Spring Dr                               ,Menomonee Fls  ,53051-5619,-88.114313980618,43.119172487929,100.0,6000559066,002,POINT (-88.114313980618 43.119172487929),22,8,Waukesha County,08,8.0,5,55133200500
2084,1705 Paramount Dr                               ,Waukesha       ,53186-3922,-88.199213104415,43.02442202951,100.0,6000559066,007,POINT (-88.199213104415 43.02442202951),98,33,Waukesha County,33,33.0,5,55133202902
2085,8035 Racine Ave                               ,Wind Lake      ,53185-1435,-88.158773774355,42.830549028157,100.0,6000559066,010,POINT (-88.158773774355 42.830549028157),62,21,Racine County,21,21.0,1,55101002001
2086,9758 S Airways Ct                               ,Franklin       ,53132-8886,-87.981424270189,42.867436023833,100.0,6000559066,011,POINT (-87.981424270189 42.867436023833),21,7,Milwaukee County,07,7.0,1,55079187200
2087,S80w18906 Janesville Rd                               ,Muskego        ,53150,-88.150502596121,42.900761004026,100.0,6000559066,012,POINT (-88.150502596121 42.900761004026),83,28,Waukesha County,28,28.0,1,55133201704
2088,S77w18426 Janesville Rd                               ,Muskego        ,53150-9206,-88.144678514518,42.90466051684,100.0,6000559066,015,POINT (-88.144678514518 42.90466051684),83,28,Waukesha County,28,28.0,1,55133201701
2089,130 Chapman Farms Blvd                               ,Mukwonago      ,53149-8877,-88.3434037158,42.880041358471,100.0,6000559066,017,POINT (-88.3434037158 42.880041358471),83,28,Waukesha County,28,28.0,1,55133203901
2090,419 Rivercrest Ct                               ,Mukwonago      ,53149-1759,-88.331550279787,42.854638492155,100.0,6000559066,021,POINT (-88.331550279787 42.854638492155),83,28,Waukesha County,28,28.0,1,55133203901
2091,W318s8340 County Road Ee                               ,Mukwonago      ,53149-9328,-88.385031625841,42.893366313706,100.0,6000559066,023,POINT (-88.385031625841 42.893366313706),83,28,Waukesha County,28,28.0,1,55133203802
2092,S101w3541 County Road Lo                               ,Eagle          ,53119,-88.466884466178,42.857130012874,89.84,6000559066,025,POINT (-88.466884466178 42.857130012874),83,28,Waukesha County,28,28.0,1,55133204002
2093,W322s9230 Beulah Rd                               ,Mukwonago      ,53149-9235,-88.390290824878,42.877458475007,100.0,6000559066,040,POINT (-88.390290824878 42.877458475007),83,28,Waukesha County,28,28.0,1,55133203802
2094,915 Clarendon Ave                               ,Mukwonago      ,53149-1248,-88.329269731571,42.872541608695,100.0,6000559066,042,POINT (-88.329269731571 42.872541608695),83,28,Waukesha County,28,28.0,1,55133203902
2095,3130 W Rawson Ave                               ,Franklin       ,53132-8327,-87.955489823574,42.916418692524,100.0,6000559066,049,POINT (-87.955489823574 42.916418692524),82,28,Milwaukee County,28,28.0,1,55079150100
2096,848 4th St                               ,Fond Du Lac    ,54935-6700,-88.417715154783,43.769810806853,100.0,6000559066,057,POINT (-88.417715154783 43.769810806853),52,18,Fond du Lac County,18,18.0,6,55039041102
2097,3716 N Martin Luther King Dr                               ,Milwaukee      ,53206-3333,-87.920159424872,43.084985407159,98.9,6000559066,058,POINT (-87.920159424872 43.084985407159),10,4,Milwaukee County,04,4.0,4,55079004500
2098,537 N Main St                               ,Oregon         ,53575-1109,-89.383518858526,42.934125714439,100.0,6000559066,059,POINT (-89.383518858526 42.934125714439),43,15,Dane County,15,15.0,2,55025012502
2099,706 Lehmann Way                               ,Somerset       ,54025-7383,-92.661516988958,45.126402473602,100.0,6000559066,061,POINT (-92.661516988958 45.126402473602),28,10,St. Croix County,10,10.0,3,55109120401
2100,19 W Bracklin St                               ,Rice Lake      ,54868-2649,-91.734698857989,45.49103202554,100.0,6000559066,071,POINT (-91.734698857989 45.49103202554),75,25,Barron County,25,25.0,7,55005000602
2101,4165 N 42nd St                               ,Milwaukee      ,53216-1615,-87.965272510408,43.093088969166,100.0,6000559066,072,POINT (-87.965272510408 43.093088969166),18,6,Milwaukee County,06,6.0,4,55079004100
2102,6900 N 76th St                               ,Milwaukee      ,53223-5004,-88.005389053377,43.143482102614,100.0,6000559066,073,POINT (-88.005389053377 43.143482102614),11,4,Milwaukee County,04,4.0,4,55079000600
2103,3518 W Silver Spring Dr                               ,Milwaukee      ,53209-4036,-87.957006361315,43.119259911179,100.0,6000559066,077,POINT (-87.957006361315 43.119259911179),11,4,Milwaukee County,04,4.0,4,55079001000
2104,3624 W North Ave                               ,Milwaukee      ,53208-1416,-87.959644984435,43.060657457943,100.0,6000559066,079,POINT (-87.959644984435 43.060657457943),18,6,Milwaukee County,06,6.0,4,55079009000
2105,N3448 Duffy Rd                               ,Mauston        ,53948-9745,-90.151233547438,43.764213413822,100.0,6000559066,080,POINT (-90.151233547438 43.764213413822),50,17,Juneau County,17,17.0,3,55057100200
2106,4657 Verona Rd                               ,Madison        ,53711-2736,-89.457561825149,43.032856571038,100.0,6000559066,084,POINT (-89.457561825149 43.032856571038),78,26,Dane County,26,26.0,2,55025000600
2107,193 Kruger Ln                               ,Ellsworth      ,54011-4878,-92.475949028729,44.716162502168,100.0,6000559066,085,POINT (-92.475949028729 44.716162502168),93,31,Pierce County,31,31.0,3,55093960700
2108,8006 W Appleton Ave                               ,Milwaukee      ,53218-4504,-88.01250210405,43.100614535204,100.0,6000559066,087,POINT (-88.01250210405 43.100614535204),17,6,Milwaukee County,06,6.0,4,55079003300
2109,4960 N 18th St                               ,Milwaukee      ,53209-5756,-87.932787187366,43.107775362724,100.0,6000559066,090,POINT (-87.932787187366 43.107775362724),11,4,Milwaukee County,04,4.0,4,55079002300
2110,12850 N Oriole Ln                               ,Mequon         ,53097-2322,-87.934002479507,43.252700983199,100.0,6000559096,002,POINT (-87.934002479507 43.252700983199),24,8,Ozaukee County,08,8.0,5,55089660202
2111,W2988 County Road C                               ,Montello       ,53949-9442,-89.311626688257,43.7883278978,100.0,6000559256,007,POINT (-89.311626688257 43.7883278978),42,14,Marquette County,14,14.0,6,55077960300
2112,3862 N 38th St                               ,Milwaukee      ,53216-3014,-87.960743349027,43.087323351338,100.0,6000559616,001,POINT (-87.960743349027 43.087323351338),18,6,Milwaukee County,06,6.0,4,55079003900
2113,1237 Meadow Sweet Dr                               ,Madison        ,53719-4516,-89.513682522584,43.040719005764,100.0,6000559706,001,POINT (-89.513682522584 43.040719005764),78,26,Dane County,26,26.0,2,55025000409
2114,4772 N 56th St                               ,Milwaukee      ,53218-5028,-87.982332449398,43.104247000583,100.0,6000560066,001,POINT (-87.982332449398 43.104247000583),17,6,Milwaukee County,06,6.0,4,55079003100
2115,5807 N 79th St                               ,Milwaukee      ,53218-1714,-88.009729035203,43.123483761737,100.0,6000560196,001,POINT (-88.009729035203 43.123483761737),12,4,Milwaukee County,04,4.0,4,55079001500
2116,8749 W Fond Du Lac Ave                               ,Milwaukee      ,53225-2014,-88.020911499868,43.124947577307,100.0,6000560196,011,POINT (-88.020911499868 43.124947577307),12,4,Milwaukee County,04,4.0,4,55079001500
2118,W175n1103 Stonewood Dr                               ,Germantown     ,53022-4799,-88.126559853304,43.219663778657,91.92,6000560196,015,POINT (-88.126559853304 43.219663778657),24,8,Washington County,08,8.0,5,55131470100
2119,W248n5250 Executive Dr Ste 400                       ,Sussex         ,53089-4396,-88.241339795404,43.112882665877,100.0,6000560196,016,POINT (-88.241339795404 43.112882665877),22,8,Waukesha County,08,8.0,5,55133203402
2120,8166 State Highway 57                               ,Baileys Hbr    ,54202-9301,-87.124440216983,45.067605183026,100.0,6000560206,001,POINT (-87.124440216983 45.067605183026),1,1,Door County,01,1.0,8,55029100400
2121,5428 W Hampton Ave                               ,Milwaukee      ,53218-5020,-87.981131993225,43.10476747486,100.0,6000560216,001,POINT (-87.981131993225 43.10476747486),11,4,Milwaukee County,04,4.0,4,55079002900
2122,1911 S Washburn St                               ,Oshkosh        ,54904-8292,-88.583808768813,43.99797995761,100.0,6000560216,003,POINT (-88.583808768813 43.99797995761),54,18,Winnebago County,18,18.0,6,55139001801
2123,400 9th St                               ,Park Falls     ,54552-1384,-90.455093211706,45.946351632451,99.43,6000560216,004,POINT (-90.455093211706 45.946351632451),74,25,Price County,25,25.0,7,55099970100
2124,815 E Washington St                               ,Durand         ,54736-1343,-91.954831188524,44.630538092288,100.0,6000560216,006,POINT (-91.954831188524 44.630538092288),93,31,Pepin County,31,31.0,3,55091950100
2125,648 Cardinal Ct                               ,Cascade        ,53011-1612,-88.003731699662,43.666576856592,100.0,6000560216,007,POINT (-88.003731699662 43.666576856592),26,9,Sheboygan County,09,9.0,6,55117011000
2126,6001 W North Ave                               ,Wauwatosa      ,53213-1527,-87.98778001591,43.060682519833,100.0,6000560216,009,POINT (-87.98778001591 43.060682519833),14,5,Milwaukee County,05,5.0,5,55079090900
2127,894 S Eau Claire St                               ,Mondovi        ,54755-1563,-91.670552488263,44.557151009588,100.0,6000560216,010,POINT (-91.670552488263 44.557151009588),92,31,Buffalo County,31,31.0,3,55011960200
2128,1846 N 29th St                               ,Milwaukee      ,53208-2013,-87.949893645919,43.054794568128,100.0,6000560216,011,POINT (-87.949893645919 43.054794568128),16,6,Milwaukee County,06,6.0,4,55079009700
2129,1293 N Sherman Ave                               ,Madison        ,53704-4236,-89.363732454071,43.113881998283,100.0,6000560216,013,POINT (-89.363732454071 43.113881998283),48,16,Dane County,16,16.0,2,55025002100
2130,2206 W Center St                               ,Milwaukee      ,53206-1614,-87.940202154191,43.067882993756,100.0,6000560216,014,POINT (-87.940202154191 43.067882993756),16,6,Milwaukee County,06,6.0,4,55079008700
2131,1663 S 100th St                               ,West Allis     ,53214-4003,-88.037199800851,43.011345799552,100.0,6000560216,016,POINT (-88.037199800851 43.011345799552),14,5,Milwaukee County,05,5.0,5,55079100900
2132,412 E Burleigh St                               ,Milwaukee      ,53212-2117,-87.905951015607,43.074787460768,100.0,6000560216,017,POINT (-87.905951015607 43.074787460768),10,4,Milwaukee County,04,4.0,4,55079007000
2133,152111 Tulip Ln                               ,Wausau         ,54401-5509,-89.653836828495,44.911840839736,100.0,6000560216,018,POINT (-89.653836828495 44.911840839736),86,29,Marathon County,29,29.0,7,55073001300
2134,3542 S Sunset Dr                               ,Milwaukee      ,53220-1219,-88.001711158083,42.980009342069,100.0,6000560216,024,POINT (-88.001711158083 42.980009342069),84,28,Milwaukee County,28,28.0,4,55079019700
2135,3282 N 16th St                               ,Milwaukee      ,53206-2252,-87.931032435936,43.07872699717,100.0,6000560216,033,POINT (-87.931032435936 43.07872699717),10,4,Milwaukee County,04,4.0,4,55079006800
2136,2001 W Good Hope Rd                               ,Glendale       ,53209-2831,-87.935773575649,43.148006653948,100.0,6000560216,034,POINT (-87.935773575649 43.148006653948),10,4,Milwaukee County,04,4.0,5,55079060102
2137,4666 N 44th St                               ,Milwaukee      ,53218-5201,-87.96802001445,43.10224058251,100.0,6000560216,038,POINT (-87.96802001445 43.10224058251),17,6,Milwaukee County,06,6.0,4,55079002700
2138,5772 Sandpiper Dr                               ,Stevens Point  ,54482-8487,-89.501289962559,44.528286626809,100.0,6000560216,039,POINT (-89.501289962559 44.528286626809),71,24,Portage County,24,24.0,7,55097960500
2139,1014 E Vienna Ave                               ,Milwaukee      ,53212-1715,-87.897889971686,43.085817458614,100.0,6000560216,040,POINT (-87.897889971686 43.085817458614),10,4,Milwaukee County,04,4.0,4,55079004400
2140,10453 W Fairmount Ave                               ,Milwaukee      ,53225-4020,-88.043144162764,43.109494532975,100.0,6000560296,001,POINT (-88.043144162764 43.109494532975),12,4,Milwaukee County,04,4.0,4,55079000501
2141,5523 N 34th St                               ,Milwaukee      ,53209-4752,-87.955087492222,43.117964990958,100.0,6000560906,001,POINT (-87.955087492222 43.117964990958),11,4,Milwaukee County,04,4.0,4,55079002100
2142,6602 W Chambers St                               ,Milwaukee      ,53210-1329,-87.994130983946,43.073578119778,100.0,6000561006,001,POINT (-87.994130983946 43.073578119778),17,6,Milwaukee County,06,6.0,4,55079005800
2143,W8249 Woodview Dr                               ,Onalaska       ,54650-9770,-91.318389340918,43.941785038422,100.0,6000561016,001,POINT (-91.318389340918 43.941785038422),94,32,La Crosse County,32,32.0,3,55063010203
2144,4353 W Fond Du Lac Ave                               ,Milwaukee      ,53216-3442,-87.968350093797,43.083567755801,100.0,6000561056,006,POINT (-87.968350093797 43.083567755801),17,6,Milwaukee County,06,6.0,4,55079003800
2145,5406 N 39th St                               ,Milwaukee      ,53209-4612,-87.961126904916,43.115835610365,100.0,6000561096,001,POINT (-87.961126904916 43.115835610365),11,4,Milwaukee County,04,4.0,4,55079002000
2146,7835 W Grant St                               ,West Allis     ,53219-1712,-88.011254122486,43.003926977051,100.0,6000561176,001,POINT (-88.011254122486 43.003926977051),14,5,Milwaukee County,05,5.0,5,55079101700
2147,6674 N 43rd St                               ,Milwaukee      ,53209-3016,-87.965746171756,43.139176444681,100.0,6000561346,001,POINT (-87.965746171756 43.139176444681),11,4,Milwaukee County,04,4.0,4,55079000800
2148,3635 N 18th St                               ,Milwaukee      ,53206-2308,-87.933351373269,43.084356450981,100.0,6000561626,003,POINT (-87.933351373269 43.084356450981),10,4,Milwaukee County,04,4.0,4,55079004600
2149,4914 N 58th St                               ,Milwaukee      ,53218-4246,-87.985031170763,43.106996264824,100.0,6000561626,004,POINT (-87.985031170763 43.106996264824),11,4,Milwaukee County,04,4.0,4,55079002900
2150,3769 N 40th St                               ,Milwaukee      ,53216-3026,-87.963098999096,43.085827223531,100.0,6000562046,005,POINT (-87.963098999096 43.085827223531),18,6,Milwaukee County,06,6.0,4,55079003900
2151,1257 10th St                               ,Hudson         ,54016-2389,-92.745266639908,44.982708485864,100.0,6000562116,001,POINT (-92.745266639908 44.982708485864),30,10,St. Croix County,10,10.0,3,55109120100
2152,353 Prospect Ave                               ,Hartland       ,53029-2022,-88.351213302627,43.101243555127,100.0,6000562386,001,POINT (-88.351213302627 43.101243555127),99,33,Waukesha County,33,33.0,5,55133203601
2153,1945 W Broadway                               ,Monona         ,53713-1603,-89.347042911382,43.047086234692,100.0,6000562806,001,POINT (-89.347042911382 43.047086234692),47,16,Dane County,16,16.0,2,55025001502
2154,9335 N Green Bay Rd                               ,Brown Deer     ,53209-1105,-87.964538550961,43.187545013236,100.0,6000563326,001,POINT (-87.964538550961 43.187545013236),23,8,Milwaukee County,08,8.0,5,55079050103
2155,1331 N 35th St                               ,Milwaukee      ,53208-2806,-87.957740859532,43.047834475073,100.0,6000563706,001,POINT (-87.957740859532 43.047834475073),18,6,Milwaukee County,06,6.0,4,55079012300
2157,2825 W Green Tree Rd                               ,Glendale       ,53209-2638,-87.948200585296,43.141070000427,100.0,6000563746,001,POINT (-87.948200585296 43.141070000427),10,4,Milwaukee County,04,4.0,5,55079060101
2158,4821 N 19th Pl                               ,Milwaukee      ,53209-5703,-87.935347188234,43.104939052418,100.0,6000563746,007,POINT (-87.935347188234 43.104939052418),11,4,Milwaukee County,04,4.0,4,55079002300
2159,1020 Washington Ave                               ,Racine         ,53403-1762,-87.793758319595,42.720725309439,100.0,6000563776,001,POINT (-87.793758319595 42.720725309439),66,22,Racine County,22,22.0,1,55101002900
2160,2032 N 28th St                               ,Milwaukee      ,53208-1517,-87.948688328242,43.05710491401,100.0,6000563776,002,POINT (-87.948688328242 43.05710491401),16,6,Milwaukee County,06,6.0,4,55079009900
2161,4337 N 62nd St                               ,Milwaukee      ,53216-1218,-87.989398896689,43.096311894756,100.0,6000563776,003,POINT (-87.989398896689 43.096311894756),17,6,Milwaukee County,06,6.0,4,55079003500
2162,5240 N 69th St                               ,Milwaukee      ,53218-3934,-87.997292554005,43.113188018609,100.0,6000563786,001,POINT (-87.997292554005 43.113188018609),11,4,Milwaukee County,04,4.0,4,55079001800
2163,4751 N 34th St                               ,Milwaukee      ,53209-5937,-87.955571463311,43.10368105448,100.0,6000564476,001,POINT (-87.955571463311 43.10368105448),17,6,Milwaukee County,06,6.0,4,55079002400
2164,2825 N 58th St                               ,Milwaukee      ,53210-1542,-87.985197886818,43.070439641862,100.0,6000564736,001,POINT (-87.985197886818 43.070439641862),17,6,Milwaukee County,06,6.0,4,55079005900
2165,W3853 Ridge Point Rd                               ,Appleton       ,54913-8323,-88.381894672467,44.384457023993,100.0,6000564826,001,POINT (-88.381894672467 44.384457023993),56,19,Outagamie County,19,19.0,8,55087012902
2166,5645 N 86th Pl                               ,Milwaukee      ,53225,-88.019685059795,43.120576330982,100.0,6000566126,001,POINT (-88.019685059795 43.120576330982),12,4,Milwaukee County,04,4.0,4,55079001500
